MYRON_COMPANY_CODE,orderno,ORD_REV_GRS_BOOK_W_OV,DATE_ENTERED,MYRON_ACCT,CODE_ENTRY_INITIALS
MY,116653296,255.75,6/11/20,26319188,42495
MY,116736109,255.75,6/25/20,29174479,43932
MY,116635582,255.99,6/9/20,15378707,44010
MY,116616442,256.2,6/4/20,464651,41247
MY,116677709,256.2,6/17/20,6417888,43099
MY,116695230,256.95,6/19/20,17811321,43678
MY,116719774,257.35,6/24/20,8838400,42613
MY,116702226,257.61,6/22/20,13885628,43721
MY,116764549,257.61,6/30/20,7552080,43574
MY,116768623,257.61,6/30/20,26323583,42980
MY,116744483,257.7,6/26/20,7583466,41225
MY,116622143,257.92,6/5/20,11042010,41247
MY,116666868,257.92,6/15/20,7529615,42848
MY,116700675,257.92,6/22/20,11142287,42369
MY,116606567,257.95,6/3/20,16528486,43985
MY,116709585,257.95,6/23/20,27485894,41225
MY,116742230,257.95,6/26/20,16007566,43099
MY,116720574,258.23,6/24/20,29118909,43934
MY,116693409,258.47,6/19/20,16648000,43934
MY,116634783,258.62,6/9/20,26689604,42542
MY,116726373,258.72,6/24/20,14366462,42495
MY,116730698,258.9,6/25/20,23030591,42848
MY,116703042,258.93,6/22/20,14171732,43430
MY,116668807,258.95,6/16/20,18620071,43099
MY,116671165,258.95,6/16/20,6545645,43194
MY,116693227,258.95,6/19/20,16644651,43099
MY,116738501,258.95,6/25/20,28385142,43578
MY,116759523,258.95,6/29/20,17761048,43574
MY,116694621,259,6/19/20,7692539,42421
MY,116649930,259.13,6/11/20,28589939,42799
MY,116668468,259.13,6/16/20,29172268,43578
MY,116694050,259.13,6/19/20,11966060,42848
MY,116781428,259.13,7/2/20,28889105,43889
MY,116636416,259.2,6/9/20,14366708,42882
MY,116657743,259.2,6/12/20,18333726,43932
MY,116761305,259.2,6/30/20,6736014,43456
MY,116776881,259.35,7/1/20,14085223,42882
MY,116611625,259.36,6/3/20,7513070,43430
MY,116608175,259.38,6/3/20,29169794,44013
MY,116608357,259.38,6/3/20,6601932,43671
MY,116610254,259.38,6/3/20,10568495,42959
MY,116611385,259.38,6/3/20,13404464,43453
MY,116612102,259.38,6/3/20,29115119,42369
MY,116614272,259.38,6/4/20,11139441,42495
MY,116648627,259.38,6/11/20,25605950,43857
MY,116664426,259.38,6/15/20,14740382,43456
MY,116669524,259.38,6/16/20,25480063,42799
MY,116673856,259.38,6/16/20,26625999,42980
MY,116771031,259.38,6/30/20,21779744,44011
MY,116695727,259.45,6/19/20,11162573,42955
MY,116731548,259.95,6/25/20,7458259,42708
MY,116760455,259.95,6/29/20,16034517,42078
MY,116769472,259.95,6/30/20,7326656,42434
MY,116621194,260,6/5/20,26260467,43988
MY,116739582,260.1,6/25/20,29120580,44019
MY,116767468,260.28,6/30/20,13089432,42421
MY,116696535,260.4,6/19/20,7934445,42369
MY,116760190,260.4,6/29/20,13046657,43554
MY,116639121,260.58,6/9/20,29079084,42799
MY,116642166,260.58,6/10/20,29079084,42799
MY,116654484,260.58,6/11/20,29156056,43721
MY,116654500,260.58,6/11/20,29156056,43721
MY,116689019,260.58,6/18/20,29146156,43858
MY,116689043,260.58,6/18/20,29146156,43858
MY,116650250,260.64,6/11/20,13962344,43453
MY,116731001,260.91,6/25/20,23030591,42848
MY,116646878,260.93,6/10/20,7215478,42434
MY,116642240,260.95,6/10/20,26155604,42421
MY,116607821,260.99,6/3/20,29141879,43945
MY,116668724,260.99,6/16/20,27978023,42495
MY,116669201,260.99,6/16/20,7796699,43578
MY,116693904,260.99,6/19/20,29174962,43932
MY,116712324,260.99,6/23/20,29104276,42613
MY,116719055,260.99,6/24/20,25215993,43578
MY,116725334,260.99,6/24/20,17993145,43463
MY,116729906,260.99,6/25/20,18724604,43574
MY,116736356,260.99,6/25/20,29118456,43820
MY,116762774,260.99,6/30/20,6970529,44013
MY,116762931,260.99,6/30/20,29139656,43942
MY,116766585,260.99,6/30/20,7343068,44020
MY,116780610,260.99,7/2/20,29151598,43942
MY,116781329,260.99,7/2/20,29101365,43820
MY,116680042,261.14,6/17/20,7579033,43858
MY,116741950,261.27,6/26/20,14425361,43856
MY,116674094,261.62,6/16/20,17300632,42434
MY,116757931,261.95,6/29/20,7029608,43463
MY,116747650,262,6/26/20,29158563,44026
MY,116703117,262.04,6/22/20,20681676,41132
MY,116781121,262.3,7/2/20,25443835,43889
MY,116609538,262.5,6/3/20,29076073,43305
MY,116649666,262.5,6/11/20,13084358,43591
MY,116655721,262.5,6/12/20,6098807,41225
MY,116694191,263.04,6/19/20,6823750,43430
MY,116626078,263.05,6/5/20,8397441,43591
MY,116693755,263.08,6/19/20,29164519,44017
MY,116643552,263.09,6/10/20,29099866,44020
MY,116677428,263.09,6/17/20,23021598,43671
MY,116766692,263.09,6/30/20,26841295,42959
MY,116767807,263.09,6/30/20,13604143,44027
MY,116668864,263.14,6/16/20,29083704,42848
MY,116613894,263.2,6/4/20,17108195,42799
MY,116646167,263.2,6/10/20,26311645,42421
MY,116618430,263.24,6/4/20,19602379,43456
MY,116685603,263.44,6/18/20,11494872,44011
MY,116693128,263.44,6/19/20,6365147,44011
MY,116726357,263.55,6/24/20,6089103,41225
MY,116762576,263.55,6/30/20,5848213,41258
MY,116657859,263.7,6/12/20,6950438,43456
MY,116662321,263.95,6/15/20,22017094,44018
MY,116693458,263.95,6/19/20,15552717,41132
MY,116720152,263.95,6/24/20,19687138,43558
MY,116762212,263.95,6/30/20,21303963,44010
MY,116774712,263.95,7/1/20,24496664,41258
MY,116696287,264.08,6/19/20,13996777,42155
MY,116702697,264.15,6/22/20,26436740,42848
MY,116669979,264.19,6/16/20,10639568,41132
MY,116619958,264.45,6/5/20,29100082,42708
MY,116633256,264.45,6/8/20,11244846,43518
MY,116677790,264.45,6/17/20,10997267,42708
MY,116721713,264.45,6/24/20,28895221,42613
MY,116731605,264.45,6/25/20,13603290,41100
MY,116734591,264.45,6/25/20,8651316,41210
MY,116774639,264.45,7/1/20,7498521,41147
MY,116779372,264.45,7/1/20,14136347,42495
MY,116780263,264.45,7/2/20,6760865,42882
MY,116659327,264.76,6/12/20,14424750,41147
MY,116636754,265,6/9/20,29079477,41147
MY,116676537,265.18,6/17/20,19896313,42155
MY,116691536,265.67,6/19/20,29091024,44013
MY,116762782,265.67,6/30/20,7044391,41247
MY,116620576,265.72,6/5/20,8184126,43985
MY,116731233,265.85,6/25/20,29115224,42434
MY,116718545,265.87,6/24/20,11706639,43099
MY,116755828,265.94,6/29/20,5468194,43305
MY,116758293,265.94,6/29/20,29083393,41225
MY,116659277,266.38,6/12/20,18422290,42434
MY,116635434,266.78,6/9/20,12954620,43456
MY,116651852,266.78,6/11/20,11285097,43430
MY,116679663,266.99,6/17/20,19148190,42708
MY,116777939,267.45,7/1/20,21358637,41147
MY,116755703,267.46,6/29/20,7358219,41132
MY,116667528,267.69,6/15/20,28293738,43889
MY,116756313,267.95,6/29/20,23330023,43453
MY,116620626,268,6/5/20,26311784,43932
MY,116635715,268,6/9/20,26155208,43453
MY,116757972,268.17,6/29/20,8422637,41247
MY,116632605,268.33,6/8/20,6896011,42078
MY,116695867,268.33,6/19/20,29155642,41147
MY,116704057,268.33,6/22/20,9848015,41210
MY,116742727,268.33,6/26/20,24239544,43749
MY,116748278,268.33,6/26/20,21694864,43518
MY,116616046,268.44,6/4/20,29077443,43857
MY,116622200,268.44,6/5/20,14576873,43857
MY,116630229,268.44,6/8/20,29151912,42542
MY,116633264,268.44,6/8/20,24647000,42434
MY,116639980,268.44,6/9/20,29151040,42799
MY,116642695,268.44,6/10/20,6195937,43749
MY,116661687,268.44,6/15/20,12950900,42980
MY,116664970,268.44,6/15/20,28896239,43721
MY,116665712,268.44,6/15/20,29129500,43578
MY,116672056,268.44,6/16/20,7554624,43988
MY,116672338,268.44,6/16/20,29155179,43578
MY,116678533,268.44,6/17/20,7451164,42980
MY,116680745,268.44,6/17/20,12900583,43456
MY,116685355,268.44,6/18/20,29140901,44026
MY,116695826,268.44,6/19/20,20737351,42882
MY,116702358,268.44,6/22/20,29092729,42959
MY,116689530,268.52,6/18/20,9850412,41258
MY,116766254,268.83,6/30/20,7238055,43591
MY,116622176,268.95,6/5/20,13604160,41259
MY,116636200,268.95,6/9/20,29097598,43099
MY,116636622,268.95,6/9/20,23400531,43430
MY,116640202,268.95,6/9/20,24455651,41247
MY,116691791,268.95,6/19/20,6906210,41225
MY,116695453,268.95,6/19/20,6410083,41210
MY,116699166,268.95,6/22/20,6402037,43099
MY,116609868,269,6/3/20,10072394,44015
MY,116689258,269.23,6/18/20,6923319,43749
MY,116637067,269.25,6/9/20,6865005,43985
MY,116674136,269.34,6/16/20,12711189,42155
MY,116682303,269.37,6/17/20,29107370,44019
MY,116674813,269.45,6/16/20,9796277,43194
MY,116734179,269.45,6/25/20,14288494,41259
MY,116662883,269.7,6/15/20,12246865,42421
MY,116732439,269.86,6/25/20,29124570,44013
MY,116697004,269.9,6/19/20,19072514,43858
MY,116750092,269.9,6/26/20,29108492,43932
MY,116625120,269.95,6/5/20,6766818,41132
MY,116637521,269.95,6/9/20,1261007,42155
MY,116724626,269.95,6/24/20,6248149,41258
MY,116777178,269.95,7/1/20,13562411,43456
MY,116637794,270.07,6/9/20,10922671,41259
MY,116645540,270.19,6/10/20,8116556,43932
MY,116772997,270.35,7/1/20,9749890,41210
MY,116731886,270.38,6/25/20,6254615,42421
MY,116756990,270.83,6/29/20,22552073,43988
MY,116689092,270.9,6/18/20,12007516,43678
MY,116747999,270.9,6/26/20,12326601,42155
MY,116781956,270.9,7/2/20,14576974,41247
MY,116756693,270.95,6/29/20,5728837,43305
MY,116660028,271.39,6/12/20,15724540,43591
MY,116640061,271.47,6/9/20,10115991,42955
MY,116665043,271.47,6/15/20,26154789,41247
MY,116666256,271.47,6/15/20,16447589,43430
MY,116691502,271.47,6/19/20,16647160,44018
MY,116700162,271.47,6/22/20,23634672,43453
MY,116762147,271.47,6/30/20,17202697,43671
MY,116774001,271.47,7/1/20,22264271,43942
MY,116694365,271.63,6/19/20,8594814,42708
MY,116765926,271.95,6/30/20,10877710,41259
MY,116720962,272.1,6/24/20,11821949,43984
MY,116607250,272.25,6/3/20,29082205,41247
MY,116687864,272.45,6/18/20,21323068,43305
MY,116770462,272.45,6/30/20,15481281,43985
MY,116771684,272.48,7/1/20,7532947,42369
MY,116686692,272.49,6/18/20,6628050,42369
MY,116636499,272.5,6/9/20,6496215,42155
MY,116655424,272.8,6/12/20,20464818,42708
MY,116680182,272.94,6/17/20,10017370,42613
MY,116630112,272.95,6/8/20,19037293,42882
MY,116663469,273.22,6/15/20,28418860,43721
MY,116638354,273.24,6/9/20,21522776,43463
MY,116714742,273.34,6/23/20,29163487,43934
MY,116697236,273.5,6/19/20,11040500,43721
MY,116607987,273.57,6/3/20,10982120,43988
MY,116610445,273.57,6/3/20,24916061,42955
MY,116610882,273.57,6/3/20,24595664,41258
MY,116612805,273.57,6/4/20,24335495,44018
MY,116615832,273.57,6/4/20,20484507,43463
MY,116617994,273.57,6/4/20,13946250,43574
MY,116620956,273.57,6/5/20,24226903,41247
MY,116631078,273.57,6/8/20,22425538,42955
MY,116631912,273.57,6/8/20,21606130,41225
MY,116642927,273.57,6/10/20,12008126,41132
MY,116651233,273.57,6/11/20,28375844,42613
MY,116652462,273.57,6/11/20,21008556,44020
MY,116654252,273.57,6/11/20,25424785,43988
MY,116659079,273.57,6/12/20,10018720,42078
MY,116664269,273.57,6/15/20,19639799,43574
MY,116664467,273.57,6/15/20,28845794,44010
MY,116666009,273.57,6/15/20,19207467,44020
MY,116666066,273.57,6/15/20,19207467,44020
MY,116678228,273.57,6/17/20,9748056,42421
MY,116679077,273.57,6/17/20,22268371,42495
MY,116703000,273.57,6/22/20,7018839,43558
MY,116705617,273.57,6/22/20,22221323,43771
MY,116708553,273.57,6/23/20,16443683,42959
MY,116709742,273.57,6/23/20,22117425,42495
MY,116722992,273.57,6/24/20,18922115,41210
MY,116724543,273.57,6/24/20,19881110,42155
MY,116730722,273.57,6/25/20,14504981,41259
MY,116734344,273.57,6/25/20,16635253,42495
MY,116735507,273.57,6/25/20,22537950,42369
MY,116736547,273.57,6/25/20,29177532,44018
MY,116745985,273.57,6/26/20,26376877,43945
MY,116749151,273.57,6/26/20,7164027,43430
MY,116749599,273.57,6/26/20,21525045,43554
MY,116749680,273.57,6/26/20,17044756,44018
MY,116754318,273.57,6/29/20,22578234,43857
MY,116754383,273.57,6/29/20,22578234,43857
MY,116761735,273.57,6/30/20,14928860,43453
MY,116768060,273.57,6/30/20,9546324,42495
MY,116769050,273.57,6/30/20,25042201,44020
MY,116779166,273.57,7/1/20,26177225,41258
MY,116779497,273.57,7/1/20,22263346,43932
MY,116780644,273.57,7/2/20,29093114,43578
MY,116780792,273.57,7/2/20,11547573,41247
MY,116672551,274.1,6/16/20,8462721,42613
MY,116679911,274.14,6/17/20,28575692,41147
MY,116750068,274.2,6/26/20,24335456,42078
MY,116664418,274.29,6/15/20,12775690,43305
MY,116671314,274.33,6/16/20,26678675,43578
MY,116649039,274.45,6/11/20,20692042,42421
MY,116675703,274.56,6/16/20,14487889,43194
MY,116744087,274.69,6/26/20,9750409,42434
MY,116645730,274.95,6/10/20,20403178,43671
MY,116751926,276.07,6/29/20,17275194,43937
MY,116780404,276.07,7/2/20,27090748,43937
MY,116619826,276.15,6/5/20,7707703,43099
MY,116614512,276.59,6/4/20,11155804,42882
MY,116744921,276.59,6/26/20,7650514,42848
MY,116747841,276.59,6/26/20,28294783,43721
MY,116646985,276.67,6/10/20,6526724,41132
MY,116641507,276.71,6/10/20,24124815,42613
MY,116629270,277.1,6/8/20,15709816,41247
MY,116744566,277.4,6/26/20,19626878,44019
MY,116651035,277.45,6/11/20,21217493,43671
MY,116672114,277.95,6/16/20,15366666,41210
MY,116712605,277.95,6/23/20,24909617,41259
MY,116641028,278.35,6/10/20,17768489,42799
MY,116658105,278.57,6/12/20,9435686,43857
MY,116742297,278.81,6/26/20,16007566,43099
MY,116757709,278.81,6/29/20,7597836,43985
MY,116630831,278.95,6/8/20,11532881,43857
MY,116648486,278.95,6/11/20,16857312,43558
MY,116691775,278.95,6/19/20,28989412,44012
MY,116769258,278.95,6/30/20,20404703,42959
MY,116782780,278.95,7/2/20,19403784,43678
MY,116623539,278.96,6/5/20,29073601,43456
MY,116625112,278.96,6/5/20,20588079,43456
MY,116691270,278.96,6/19/20,23479741,43889
MY,116694985,278.96,6/19/20,14133868,43463
MY,116656125,279,6/12/20,28603498,42542
MY,116635392,279.12,6/9/20,6628486,42708
MY,116715939,279.12,6/23/20,7016398,43591
MY,116738436,279.12,6/25/20,11308182,42955
MY,116752932,279.3,6/29/20,6692020,42980
MY,116606989,279.33,6/3/20,29161369,42799
MY,116607060,279.33,6/3/20,29161369,42799
MY,116643180,279.33,6/10/20,18933843,44010
MY,116698697,279.33,6/22/20,29118782,43934
MY,116731175,279.33,6/25/20,29162136,44017
MY,116756081,279.33,6/29/20,29100408,43932
MY,116781139,279.33,7/2/20,29161258,43984
MY,116686171,279.45,6/18/20,7734913,43194
MY,116641721,279.5,6/10/20,14459597,43889
MY,116616772,279.95,6/4/20,6722682,42434
MY,116623729,279.95,6/5/20,13287210,42799
MY,116671645,280,6/16/20,24940590,43820
MY,116779034,280.38,7/1/20,13355306,42495
MY,116739681,280.43,6/25/20,29120580,44019
MY,116681313,280.62,6/17/20,26586064,43099
MY,116713553,280.64,6/23/20,6086000,43453
MY,116624560,280.9,6/5/20,29140984,44015
MY,116628553,280.9,6/8/20,7694333,43099
MY,116642190,280.9,6/10/20,26155604,42421
MY,116661927,281.16,6/15/20,6582641,43430
MY,116747403,281.21,6/26/20,6470373,44020
MY,116694027,281.27,6/19/20,15546855,41210
MY,116754011,281.4,6/29/20,14056382,43985
MY,116647926,281.7,6/11/20,12200624,41247
MY,116656638,281.7,6/12/20,1820067,42421
MY,116686502,281.75,6/18/20,16874563,42799
MY,116617093,281.95,6/4/20,6090168,42613
MY,116711482,281.95,6/23/20,19516433,44026
MY,116732793,281.95,6/25/20,29172778,43932
MY,116743618,281.95,6/26/20,29173656,43932
MY,116625617,283.15,6/5/20,12350902,43099
MY,116742107,283.15,6/26/20,6270402,42848
MY,116663014,283.47,6/15/20,12918943,43985
MY,116655853,283.92,6/12/20,7026835,42955
MY,116635061,284,6/9/20,16524690,41259
MY,116635210,284,6/9/20,16524690,41259
MY,116615675,284.01,6/4/20,7706017,43558
MY,116674383,284.45,6/16/20,6759669,43932
MY,116773706,284.45,7/1/20,7094334,41210
MY,116619289,284.51,6/4/20,29135624,43889
MY,116646613,284.51,6/10/20,6562371,42495
MY,116688060,284.51,6/18/20,29146270,42799
MY,116690272,284.51,6/18/20,28426518,43578
MY,116721689,284.51,6/24/20,22464743,43578
MY,116745357,285.15,6/26/20,6769139,42434
MY,116682477,285.33,6/17/20,7508712,42959
MY,116613944,285.58,6/4/20,29082768,43858
MY,116619859,285.58,6/5/20,29146588,42542
MY,116619867,285.58,6/5/20,29146588,42542
MY,116620816,285.58,6/5/20,29128684,42542
MY,116620840,285.58,6/5/20,29128684,42542
MY,116632431,285.58,6/8/20,10596240,43985
MY,116702408,285.58,6/22/20,29146513,43932
MY,116713439,285.58,6/23/20,29121437,44017
MY,116721978,285.58,6/24/20,9115903,42434
MY,116725342,285.58,6/24/20,29080464,43988
MY,116732330,285.58,6/25/20,23959411,41132
MY,116733726,285.58,6/25/20,9115903,42434
MY,116737974,285.58,6/25/20,29104890,42434
MY,116753047,285.58,6/29/20,29092888,43988
MY,116769654,285.58,6/30/20,6060592,43099
MY,116770074,285.58,6/30/20,6060592,43099
MY,116775214,285.58,7/1/20,6060592,43099
MY,116654542,285.67,6/11/20,9437304,41247
MY,116735572,285.67,6/25/20,22537950,42369
MY,116742578,285.67,6/26/20,7665876,42980
MY,116696790,285.77,6/19/20,8148980,42155
MY,116702879,286.2,6/22/20,10979736,41225
MY,116637604,286.26,6/9/20,18081420,42155
MY,116656307,286.26,6/12/20,14366005,41210
MY,116691114,286.26,6/19/20,14405725,43591
MY,116632902,286.29,6/8/20,20134982,42369
MY,116714593,286.61,6/23/20,6738682,41100
MY,116632787,286.78,6/8/20,18922124,44011
MY,116610064,286.85,6/3/20,15563709,43456
MY,116645094,286.9,6/10/20,25756948,43578
MY,116655234,287.45,6/12/20,14310603,44022
MY,116648684,287.52,6/11/20,22376927,43453
MY,116758517,287.52,6/29/20,29083393,41225
MY,116709338,287.68,6/23/20,29173260,43889
MY,116667114,287.69,6/15/20,20242143,42369
MY,116608522,287.95,6/3/20,28989545,42495
MY,116646050,287.95,6/10/20,14020133,41259
MY,116609447,288.18,6/3/20,13873231,44014
MY,116720681,288.2,6/24/20,29086920,42369
MY,116640186,288.39,6/9/20,29141681,42882
MY,116665878,288.39,6/15/20,6787218,43456
MY,116681644,288.39,6/17/20,29104976,43820
MY,116685074,288.39,6/18/20,29118181,43820
MY,116620709,288.45,6/5/20,16537625,43984
MY,116638727,288.95,6/9/20,23254972,42848
MY,116686528,288.95,6/18/20,29108681,42848
MY,116704651,288.95,6/22/20,13518227,43937
MY,116742081,288.95,6/26/20,6270402,42848
MY,116656554,289,6/12/20,18151522,42155
MY,116616038,289.2,6/4/20,18143008,41100
MY,116748559,289.23,6/26/20,29152178,43945
MY,116756107,289.29,6/29/20,7010006,43456
MY,116732470,289.35,6/25/20,7693576,43558
MY,116767617,289.45,6/30/20,12142987,41259
MY,116621624,289.72,6/5/20,933341,42708
MY,116739798,289.75,6/25/20,23593165,43678
MY,116749383,289.75,6/26/20,22037665,43099
MY,116756065,289.75,6/29/20,29100408,43932
MY,116644790,289.91,6/10/20,7489437,41147
MY,116678285,289.95,6/17/20,7402025,42613
MY,116630971,290.33,6/8/20,24459503,43099
MY,116638461,290.55,6/9/20,9904473,42155
MY,116729963,290.7,6/25/20,282236,41225
MY,116736885,290.85,6/25/20,13930462,42369
MY,116777517,290.95,7/1/20,22006298,42155
MY,116690256,291.91,6/18/20,14911844,44018
MY,116634023,292.39,6/8/20,24556717,42955
MY,116657776,292.39,6/12/20,14281947,42848
MY,116747155,292.39,6/26/20,7614658,43099
MY,116672486,292.43,6/16/20,12953772,43889
MY,116622648,292.45,6/5/20,26286042,42708
MY,116767864,292.45,6/30/20,23969270,41132
MY,116666892,292.58,6/15/20,10951426,41247
MY,116772138,292.65,7/1/20,14286983,42078
MY,116757618,292.95,6/29/20,11244287,42421
MY,116613787,293.44,6/4/20,28837120,42799
MY,116630450,293.44,6/8/20,26912267,43578
MY,116631250,293.44,6/8/20,29153830,44014
MY,116632308,293.44,6/8/20,29102731,43988
MY,116637216,293.44,6/9/20,26174755,43889
MY,116645854,293.44,6/10/20,6671032,42708
MY,116653734,293.44,6/11/20,7382920,44020
MY,116654443,293.44,6/11/20,14366005,41210
MY,116662784,293.44,6/15/20,20035361,41247
MY,116677097,293.44,6/17/20,20198815,43456
MY,116678772,293.44,6/17/20,14225869,42542
MY,116678855,293.44,6/17/20,24004496,42980
MY,116679531,293.44,6/17/20,29119635,43932
MY,116680737,293.44,6/17/20,7453173,42542
MY,116681255,293.44,6/17/20,29176501,42542
MY,116686775,293.44,6/18/20,19976157,44014
MY,116689100,293.44,6/18/20,9750224,43889
MY,116705344,293.44,6/22/20,14148616,44019
MY,116711813,293.44,6/23/20,18333965,43430
MY,116711961,293.44,6/23/20,6259639,42959
MY,116722711,293.44,6/24/20,29112699,43857
MY,116727900,293.44,6/24/20,29118191,44012
MY,116727967,293.44,6/24/20,29118191,44012
MY,116728023,293.44,6/24/20,29118191,44012
MY,116730052,293.44,6/25/20,9434839,43456
MY,116737750,293.44,6/25/20,29087785,42369
MY,116744228,293.44,6/26/20,28895234,42882
MY,116748120,293.44,6/26/20,29093353,43985
MY,116772427,293.44,7/1/20,29129500,43578
MY,116606385,293.7,6/3/20,6852987,41132
MY,116671652,293.7,6/16/20,10925190,43099
MY,116705070,293.7,6/22/20,6833943,43194
MY,116736265,293.7,6/25/20,26436294,43099
MY,116659020,293.95,6/12/20,6173361,42434
MY,116766445,293.95,6/30/20,29111716,43988
MY,116615402,293.98,6/4/20,22408492,42980
MY,116679176,294.01,6/17/20,6101896,42799
MY,116610502,294.45,6/3/20,9720586,42708
MY,116642372,294.45,6/10/20,7475680,43194
MY,116703059,294.45,6/22/20,6300732,42799
MY,116709874,294.45,6/23/20,9700940,42980
MY,116726134,294.45,6/24/20,6363963,41210
MY,116762683,294.45,6/30/20,7380199,43194
MY,116763764,294.45,6/30/20,13209803,44018
MY,116774126,294.45,7/1/20,6521963,41258
MY,116680174,294.68,6/17/20,6456027,41225
MY,116607755,294.95,6/3/20,21204125,42848
MY,116637158,294.95,6/9/20,15724514,41100
MY,116659590,294.95,6/12/20,7556217,42613
MY,116695057,294.95,6/19/20,7027963,42848
MY,116714015,294.95,6/23/20,9867535,43558
MY,116768599,294.95,6/30/20,29066360,43721
MY,116680224,294.99,6/17/20,26917430,41247
MY,116666249,295.35,6/15/20,13709194,41100
MY,116692823,295.66,6/19/20,13561156,41259
MY,116737701,295.66,6/25/20,12083637,43456
MY,116659665,295.8,6/12/20,9115603,42613
MY,116709262,295.89,6/23/20,7621702,43932
MY,116736778,296.62,6/25/20,14405705,44020
MY,116777673,297.45,7/1/20,28294070,43678
MY,116770512,297.5,6/30/20,26468558,42078
MY,116726902,297.67,6/24/20,22665237,44011
MY,116749110,297.95,6/26/20,7164027,43430
MY,116765264,298.08,6/30/20,29154671,43889
MY,116740226,298.47,6/25/20,6876754,42078
MY,116614652,298.66,6/4/20,26686504,43934
MY,116614967,298.66,6/4/20,16240205,43194
MY,116628710,298.78,6/8/20,29146835,43934
MY,116615972,298.8,6/4/20,9699824,41210
MY,116661604,298.87,6/15/20,16645049,43574
MY,116611013,298.93,6/3/20,16246946,42959
MY,116767773,298.94,6/30/20,15634295,43430
MY,116667668,298.95,6/15/20,14029445,44018
MY,116704131,298.95,6/22/20,11287358,43453
MY,116720178,298.95,6/24/20,28870802,42495
MY,116744970,298.95,6/26/20,6778538,42155
MY,116780180,298.95,7/2/20,25990218,43820
MY,116780198,298.95,7/2/20,25990218,43820
MY,116620428,299.25,6/5/20,8529680,43591
MY,116779232,299.28,7/1/20,6575479,43305
MY,116673922,299.45,6/16/20,6144961,42708
MY,116703091,299.77,6/22/20,20681676,41132
MY,116636812,299.85,6/9/20,20731854,42078
MY,116693136,300,6/19/20,29177269,43305
MY,116642471,300.81,6/10/20,29148941,43934
MY,116623307,300.85,6/5/20,19015472,42955
MY,116625625,301.2,6/5/20,11934106,44022
MY,116687831,301.3,6/18/20,13705223,43591
MY,116762063,301.95,6/30/20,6560999,43937
MY,116680968,302.2,6/17/20,6002411,41210
MY,116745118,302.4,6/26/20,12719127,43857
MY,116769886,302.5,6/30/20,10826418,44011
MY,116752601,302.77,6/29/20,12083735,42848
MY,116621830,302.9,6/5/20,24245984,42155
MY,116734963,302.91,6/25/20,8596208,41225
MY,116615519,303,6/4/20,22252725,43099
MY,116682030,303,6/17/20,10738175,42613
MY,116632126,303.2,6/8/20,6356596,41132
MY,116781113,303.45,7/2/20,6959665,41132
MY,116768441,303.92,6/30/20,10273430,43430
MY,116638842,303.96,6/9/20,10378283,43574
MY,116662412,303.96,6/15/20,16899743,43518
MY,116684945,303.96,6/18/20,11140990,41247
MY,116719576,303.96,6/24/20,27264782,43857
MY,116739335,303.96,6/25/20,27803614,42495
MY,116739384,303.96,6/25/20,24421307,44010
MY,116773904,303.96,7/1/20,11662408,42078
MY,116725862,304,6/24/20,17698452,43453
MY,116658543,304.19,6/12/20,7406649,43889
MY,116666132,304.95,6/15/20,12200344,44018
MY,116671686,304.95,6/16/20,23080041,42542
MY,116677055,304.95,6/17/20,6252755,42369
MY,116724055,304.95,6/24/20,6773012,43558
MY,116769712,304.97,6/30/20,7387590,43194
MY,116704024,305.53,6/22/20,29099558,42434
MY,116753294,305.53,6/29/20,29141285,42882
MY,116753351,305.53,6/29/20,29141285,42882
MY,116615386,306.1,6/4/20,6627187,42542
MY,116776634,306.2,7/1/20,6785152,42955
MY,116689183,306.25,6/18/20,6027423,42421
MY,116765769,306.46,6/30/20,22805945,42542
MY,116689340,306.7,6/18/20,6203616,41132
MY,116714551,307.15,6/23/20,15726646,43456
MY,116609017,307.26,6/3/20,21842100,42708
MY,116724006,307.72,6/24/20,12007926,43305
MY,116679358,307.95,6/17/20,23742057,42495
MY,116748682,308.15,6/26/20,26917380,44011
MY,116779158,308.15,7/1/20,15012798,42980
MY,116764820,308.21,6/30/20,6106019,42955
MY,116619818,308.45,6/5/20,6838679,42155
MY,116662123,308.45,6/15/20,15724351,43988
MY,116653957,308.95,6/11/20,28182211,42421
MY,116666611,308.95,6/15/20,11073561,42959
MY,116775685,308.95,7/1/20,13206936,43984
MY,116778820,308.95,7/1/20,18069424,43456
MY,116624453,308.96,6/5/20,17796338,41247
MY,116632209,309.16,6/8/20,29159775,44014
MY,116767005,309.16,6/30/20,29174860,43932
MY,116650342,309.37,6/11/20,11044887,41132
MY,116698671,309.73,6/22/20,29163231,44019
MY,116613209,309.95,6/4/20,9904946,41100
MY,116782574,309.95,7/2/20,16239982,43749
MY,116712506,310.77,6/23/20,6872328,41225
MY,116730805,310.77,6/25/20,25112575,42980
MY,116770199,310.77,6/30/20,6975915,43749
MY,116624685,310.95,6/5/20,6191456,42708
MY,116612896,311.26,6/4/20,28747751,42955
MY,116772641,311.26,7/1/20,29091022,41147
MY,116614215,311.29,6/4/20,20540460,41225
MY,116669854,311.29,6/16/20,27467563,42708
MY,116735358,311.29,6/25/20,24009074,43591
MY,116764994,311.46,6/30/20,7496550,42369
MY,116648981,311.7,6/11/20,12249720,43578
