MYRON_COMPANY_CODE,MYRON_ACCT,ORDER,ORDER_WEEK,PS_WEEK,orders,bookings,CODE_ORDER_STATUS,DATE_PROMISED_SHIP,PRODUCT_PLATFORM,PRODUCT_PLATFORM_GROUP,YRSTRADED,OPENINGPLATFORM,SEGMENTSHORTDESC,STATUS,SHIPPING_STATE,PSD_TYPE,CODE_ORDER_STATUS2,paymentytype,rddesc,PROD_AVAIL_DATE_ISO,PROMISED_SHIP_DATE_ISO,NonDated_bookings,Non Dated Orders
MY,7679779,115570798,2,27,1,527.79,PP,7/1/20,WALLC,DATED,9,Wall Cal,Repeat,Active,CO,Fu,PP,FP,Full Payment                  ,5/18/20,7/1/20,,0
MY,7360026,115531592,1,27,1,524.95,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,AR,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,12248630,116056383,8,27,1,523.97,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,CT,Fu,PP,SP,Short Payment                 ,5/12/20,7/1/20,,0
MY,19688864,115546772,1,27,1,523.95,PP,7/1/20,DTD01,DATED,6,Dated,Repeat,Active,WV,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,11139543,116069717,8,27,1,522.45,PP,7/1/20,DTD01,DATED,7,Dated,Repeat,Active,SC,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,9751077,115977035,7,27,1,522.27,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,NV,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,6584887,115555161,1,27,1,522.27,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,NJ,Fu,PP,AX,American Express payment      ,5/12/20,7/1/20,,0
MY,14044719,115590499,2,27,1,520.43,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,OH,Fu,PP,VS,Visa payment                  ,5/12/20,7/1/20,,0
MY,20793203,116120361,9,27,1,519.95,PP,7/1/20,DTD01,DATED,6,Dated,Repeat,Active,ID,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,11245667,115680753,3,27,1,518.95,PP,7/1/20,DLOGS,DATED,9,Date Logs,Repeat,Active,VA,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,7483351,115565012,2,27,1,518.95,PP,7/1/20,DLOGS,DATED,9,Date Logs,Repeat,Active,NE,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,6871029,115578528,2,27,1,518.95,PP,7/1/20,DLOGS,DATED,9,Date Logs,Repeat,Active,PA,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,9797639,115697518,3,27,1,518.7,PP,7/1/20,DLOGS,DATED,9,Date Logs,Repeat,Active,PA,Fu,PP,VS,Visa payment                  ,5/12/20,7/1/20,,0
MY,3341526,115709230,3,27,1,518.7,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,WA,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,6503754,115542128,1,27,1,518.7,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,TX,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,26034405,115813677,4,27,1,517.95,PP,7/1/20,DTD01,DATED,5,Dated,Repeat,Active,MS,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,5695838,116321589,12,27,1,517.02,HL,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,IL,Fu,HL,NULL,NULL,5/12/20,7/1/20,,0
MY,7406690,115848202,5,27,1,514.91,PP,7/1/20,DTD01,DATED,8,Dated,Repeat,Active,MN,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,6007900,115522344,1,27,1,513.85,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,DE,Fu,PP,VS,Visa payment                  ,5/12/20,7/1/20,,0
MY,8463363,115571937,2,27,1,513.85,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,AZ,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,6346379,115848509,5,27,1,513.45,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,OH,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,6150922,116229923,10,27,1,513.19,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,MI,Fu,PP,MC,MasterCard payment            ,5/12/20,7/1/20,,0
MY,5379417,115615858,2,27,1,511.2,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,OK,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,18578824,115910101,6,27,1,510,PP,7/1/20,DTD01,DATED,8,Dated,Repeat,Active,NJ,Fu,PP,VS,Visa payment                  ,5/12/20,7/1/20,,0
MY,6344660,115662629,3,27,1,509.89,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,CO,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,5337100,116059536,8,27,1,509.75,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,WI,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,28965572,115657140,3,27,1,508.95,PP,7/1/20,DTD01,DATED,3,Dated,Repeat,Active,VA,Fu,PP,AX,American Express payment      ,5/12/20,7/1/20,,0
MY,5984714,116055419,8,27,1,508.95,PP,7/1/20,DTD01,DATED,9,Date Logs,Repeat,Active,NM,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,6745798,115592321,2,27,1,508.95,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,IN,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,8405982,115562548,2,27,1,508.7,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,VA,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,11667779,115646994,3,27,1,506.83,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,NC,Fu,PP,VS,Visa payment                  ,5/12/20,7/1/20,,0
MY,6408705,115521619,1,27,1,506.45,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,MO,Fu,PP,MC,MasterCard payment            ,5/12/20,7/1/20,,0
MY,9850989,115743148,4,27,1,503.34,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,CA,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,6415581,115639114,2,27,1,502.18,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,OH,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,13604260,115789810,4,27,1,501.9,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,MO,Fu,PP,VS,Visa payment                  ,5/12/20,7/1/20,,0
MY,6564210,115812125,4,27,1,501.9,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,MI,Fu,PP,MC,MasterCard payment            ,5/12/20,7/1/20,,0
MY,5161385,115544066,1,27,1,501.35,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,MA,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,14170169,115834830,5,27,1,500.85,PP,7/1/20,DTD01,DATED,8,Dated,Repeat,Active,FL,Fu,PP,AX,American Express payment      ,5/12/20,7/1/20,,0
MY,14104148,115793408,4,27,1,500.27,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,NJ,Fu,PP,VS,Visa payment                  ,5/12/20,7/1/20,,0
MY,9700875,115601841,2,27,1,500.27,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,MN,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,5489802,115877946,5,27,1,499.95,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,NJ,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,14206938,115789976,4,27,1,498.45,PP,7/1/20,DLOGS,DATED,8,Date Logs,Repeat,Active,WV,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,9966630,115578296,2,27,1,498.08,PP,7/1/20,DTD01,DATED,9,Wall Cal,Cross,Active,FL,Fu,PP,VS,Visa payment                  ,5/12/20,7/1/20,,0
MY,6700522,115552903,1,27,1,497.49,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,CA,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,11077606,115719163,3,27,1,495.95,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,TX,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,2227759,115523714,1,27,1,495.39,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,KY,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,26437194,115851768,5,27,1,493.95,PP,7/1/20,DTD01,DATED,5,Dated,Repeat,Active,CA,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,9667177,115634008,2,27,1,493.7,PP,7/1/20,DLOGS,DATED,9,Date Logs,Repeat,Active,VA,Fu,PP,VS,Visa payment                  ,5/12/20,7/1/20,,0
MY,7215813,115999013,7,27,1,493.7,PP,7/1/20,DLOGS,DATED,9,Date Logs,Repeat,Active,NJ,Fu,PP,AX,American Express payment      ,5/12/20,7/1/20,,0
MY,6529675,115571820,2,27,1,492.45,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,GA,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,8810712,116083072,8,27,1,492.37,PP,7/1/20,DTD01,DATED,8,Dated,Recovered Lapsed,Active,PR,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,12085008,115675274,3,27,1,491.4,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,WY,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,11877566,115602179,2,27,1,491.4,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,PA,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,8722768,115808149,4,27,1,491.4,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,VA,Fu,PP,MC,MasterCard payment            ,5/12/20,7/1/20,,0
MY,7407909,116069303,8,27,1,491.4,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,NC,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,7092711,115548380,1,27,1,491.4,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,VA,Fu,PP,VS,Visa payment                  ,5/12/20,7/1/20,,0
MY,9700987,115699480,3,27,1,491.4,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,WI,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,8414109,115891129,5,27,1,491.4,PP,7/1/20,DTD01,DATED,9,Date Logs,Repeat,Active,TX,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,6109487,116274655,11,27,1,491.4,IP,7/1/20,DTD01,DATED,9,Pens,Cross,Active,LA,Fu,IP,NULL,NULL,5/12/20,7/1/20,,0
MY,6842883,115697450,3,27,1,491.4,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,MO,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,10657974,115719403,3,27,1,490.75,PP,7/1/20,DLOGS,DATED,9,Date Logs,Repeat,Active,TX,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,6282044,115570517,2,27,1,488.95,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,MT,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,24009046,115885998,5,27,1,487.95,PP,7/1/20,DLOGS,DATED,6,Date Logs,Repeat,Active,MT,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,16525207,115540189,1,27,1,486.9,PP,7/1/20,DLOGS,DATED,9,Date Logs,Repeat,Active,NY,Fu,PP,VS,Visa payment                  ,5/12/20,7/1/20,,0
MY,11285629,115586679,2,27,1,485.95,PP,7/1/20,DLOGS,DATED,9,Date Logs,Repeat,Active,NJ,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,6674233,115851149,5,27,1,483.95,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,MS,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,16524873,115582041,2,27,1,483.9,PP,7/1/20,DLOGS,DATED,8,Date Logs,Repeat,Active,FL,Fu,PP,AX,American Express payment      ,5/12/20,7/1/20,,0
MY,29088003,115866873,5,27,1,483.45,PP,7/1/20,DTD01,DATED,2,Wall Cal,Repeat,Active,IL,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,12952644,115546160,1,27,1,482.89,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,TX,Fu,PP,EF,EChk Pymt: CREDIT DEPT SEASONA,5/12/20,7/1/20,,0
MY,8371564,115523110,1,27,1,482.79,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,KY,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,10568657,115826695,4,27,1,481.95,PP,7/1/20,DLOGS,DATED,9,Date Logs,Repeat,Active,WA,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,7697095,116250416,11,27,1,481.95,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,MS,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,10017172,115653875,3,27,1,480.9,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,MA,Fu,PP,VS,Visa payment                  ,5/12/20,7/1/20,,0
MY,6245126,115836801,5,27,1,480.55,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,FL,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,10002887,115618522,2,27,1,479.95,PP,7/1/20,DLOGS,DATED,5,Date Logs,Repeat,Active,AZ,Fu,PP,AX,American Express payment      ,5/12/20,7/1/20,,0
MY,29115722,115539959,1,27,1,478.95,PP,7/1/20,DLOGS,DATED,1,Date Logs,First Order,Active,CO,Fu,PP,AX,American Express payment      ,5/12/20,7/1/20,,0
MY,29115718,115540023,1,27,1,478.95,PP,7/1/20,DLOGS,DATED,1,Date Logs,First Order,Active,CO,Fu,PP,AX,American Express payment      ,5/12/20,7/1/20,,0
MY,12087633,115547317,1,27,1,478.95,PP,7/1/20,DLOGS,DATED,9,Date Logs,Repeat,Active,NY,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,14288451,115562456,2,27,1,478.59,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,NY,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,6500468,115987562,7,27,1,478.54,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,MS,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,13308382,115546707,1,27,1,478.15,PP,7/1/20,DTD01,DATED,8,Dated,Repeat,Active,KY,Fu,PP,AX,American Express payment      ,5/12/20,7/1/20,,0
MY,26115442,115805186,4,27,1,477.95,PP,7/1/20,DLOGS,DATED,5,Date Logs,Repeat,Active,WV,Fu,PP,VS,Visa payment                  ,5/12/20,7/1/20,,0
MY,13148846,115732729,4,27,1,477.45,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,FL,Fu,PP,MC,MasterCard payment            ,5/12/20,7/1/20,,0
MY,8437520,115835399,5,27,1,477.45,PP,7/1/20,DTD01,DATED,8,Dated,Repeat,Active,VA,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,12086184,115524514,1,27,1,477.45,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,WA,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,6733825,115744757,4,27,1,476.57,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,MN,Fu,PP,MC,MasterCard payment            ,5/12/20,7/1/20,,0
MY,6512321,115579609,2,27,1,476.4,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,IL,Fu,PP,MC,MasterCard payment            ,5/12/20,7/1/20,,0
MY,10876333,115812133,4,27,1,476.2,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,LA,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,20234993,115560690,2,27,1,475.95,PP,7/1/20,DTD01,DATED,7,Dated,Repeat,Active,OH,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,6357410,115529356,1,27,1,475.95,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,AZ,Fu,PP,VS,Visa payment                  ,5/12/20,7/1/20,,0
MY,6058144,115606378,2,27,1,474.75,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,MN,Fu,PP,VS,Visa payment                  ,5/12/20,7/1/20,,0
MY,13265841,115682841,3,27,1,474.52,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,LA,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,6554755,115534471,1,27,1,473.55,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,OR,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,12088777,116302951,12,27,1,472.93,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,NC,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,12978269,115723090,3,27,1,471.83,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,OH,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,7193985,115537656,1,27,1,471.19,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,ID,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,5886783,115676678,3,27,1,470.4,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,IL,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,6841747,115805970,4,27,1,470.4,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,OH,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,6455317,115666158,3,27,1,470.25,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,NY,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,7515273,115612871,2,27,1,469.95,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,OK,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,6485116,115840985,5,27,1,469.1,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,OR,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,26435802,116015181,7,27,1,468.95,PP,7/1/20,DTD01,DATED,5,Dated,Repeat,Active,ND,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,8462500,115550428,1,27,1,468.95,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,WY,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,7405290,115568511,2,27,1,468.95,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,CO,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,7192577,116511940,20,27,1,468.95,HL,7/1/20,DTD01,DATED,7,Dated,Repeat,Active,FL,Fu,HL,VS,Visa payment                  ,5/12/20,7/1/20,,0
MY,9955924,115776759,4,27,1,468.95,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,CA,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,11284592,116234063,10,27,1,468.7,HL,7/1/20,DLOGS,DATED,9,Date Logs,Repeat,Active,WA,Fu,HL,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,18378029,115588006,2,27,1,468.45,PP,7/1/20,DTD01,DATED,8,Dated,Repeat,Active,OH,Fu,PP,VS,Visa payment                  ,5/12/20,7/1/20,,0
MY,4534830,115652307,3,27,1,467.65,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,MN,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,26155155,115609745,2,27,1,466.95,PP,7/1/20,DLOGS,DATED,5,Date Logs,Repeat,Active,PA,Fu,PP,MC,MasterCard payment            ,5/12/20,7/1/20,,0
MY,10489213,115554461,1,27,1,465.5,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,VT,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,6771734,116016452,7,27,1,462.35,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,NJ,Fu,PP,VS,Visa payment                  ,5/12/20,7/1/20,,0
MY,5201900,115580672,2,27,1,461.95,PP,7/1/20,DTD01,DATED,7,Dated,Repeat,Active,KS,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,6039144,115575110,2,27,1,461.95,IP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,CA,Fu,IP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,15483677,115897415,5,27,1,460.95,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,AZ,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,11142982,115567836,2,27,1,460.95,PP,7/1/20,DLOGS,DATED,6,Date Logs,Repeat,Active,PR,Fu,PP,MC,MasterCard payment            ,5/12/20,7/1/20,,0
MY,13125655,115937997,6,27,1,460.77,IP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,MI,Fu,IP,VS,Visa payment                  ,5/12/20,7/1/20,,0
MY,6943378,115768491,4,27,1,459.59,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,NE,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,7000797,115884439,5,27,1,459.16,PP,7/1/20,DTD01,DATED,1,Dated,Recovered Lapsed,Active,UT,Fu,PP,VS,Visa payment                  ,5/12/20,7/1/20,,0
MY,12300933,115698250,3,27,1,458.95,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,TX,Fu,PP,MC,MasterCard payment            ,5/12/20,7/1/20,,0
MY,6629668,115541674,1,27,1,458.95,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,CT,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,5984714,116055369,8,27,1,458.95,PP,7/1/20,DLOGS,DATED,9,Date Logs,Repeat,Active,NM,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,6078251,116152646,9,27,1,457.61,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,CA,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,6676684,116498700,19,27,1,457.45,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,ME,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,13943288,116226903,10,27,1,455.7,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,OH,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,6506490,115568743,2,27,1,454.95,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,UT,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,7200402,115523797,1,27,1,454.45,PP,7/1/20,DTD01,DATED,9,Dated,Lapsed 1Yr,Lapsed,PA,Fu,PP,VS,Visa payment                  ,5/12/20,7/1/20,,0
MY,14137900,115813156,4,27,1,453.45,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,CA,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,12736296,116102997,8,27,1,453.45,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,NE,Fu,PP,VS,Visa payment                  ,5/12/20,7/1/20,,0
MY,11164955,115562688,2,27,1,453.12,PP,7/1/20,DTD01,DATED,8,Dated,Repeat,Active,MD,Fu,PP,VS,Visa payment                  ,5/12/20,7/1/20,,0
MY,15593897,115650970,3,27,1,452.87,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,MI,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,13603861,115545964,1,27,1,452.87,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,TX,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,13002004,115818114,4,27,1,450.45,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,NJ,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,7363980,115566895,2,27,1,450.45,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,CA,Fu,PP,MC,MasterCard payment            ,5/12/20,7/1/20,,0
MY,6553903,115703605,3,27,1,449.89,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,NY,Fu,PP,AX,American Express payment      ,5/12/20,7/1/20,,0
MY,10561284,115854135,5,27,1,449.4,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,AZ,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,6029940,115590226,2,27,1,449.4,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,GA,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,7688013,115606543,2,27,1,449.4,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,KS,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,7163143,115563017,2,27,1,449.4,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,OH,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,10680189,115732679,4,27,1,448.95,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,SC,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,6149418,115660201,3,27,1,448.95,PP,7/1/20,DLOGS,DATED,9,Date Logs,Repeat,Active,OR,Fu,PP,AX,American Express payment      ,5/12/20,7/1/20,,0
MY,6091146,115818668,4,27,1,448.95,HL,7/1/20,DLOGS,DATED,9,Date Logs,Repeat,Active,ID,Fu,HL,SP,Short Payment                 ,5/12/20,7/1/20,,0
MY,8414109,115891178,5,27,1,448.95,PP,7/1/20,DLOGS,DATED,9,Date Logs,Repeat,Active,TX,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,8174402,115523904,1,27,1,448.95,PP,7/1/20,DLOGS,DATED,9,Date Logs,Repeat,Active,PA,Fu,PP,VS,Visa payment                  ,5/12/20,7/1/20,,0
MY,5120936,115548588,1,27,1,447.95,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,PA,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,14008577,116392945,15,27,1,447.45,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,AR,Fu,PP,MC,MasterCard payment            ,5/12/20,7/1/20,,0
MY,6012471,115690109,3,27,1,447.45,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,NC,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,6244324,115974370,7,27,1,447.45,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,CA,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,20415618,115581134,2,27,1,445.95,PP,7/1/20,DTD01,DATED,7,Dated,Repeat,Active,NJ,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,10826027,115582207,2,27,1,445.2,PP,7/1/20,DTD01,DATED,9,Dated,Repeat,Active,IN,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
MY,14138191,115522385,1,27,1,444.45,PP,7/1/20,DLOGS,DATED,9,Date Logs,Repeat,Active,NE,Fu,PP,FP,Full Payment                  ,5/12/20,7/1/20,,0
